"game_version","upgrade_a","name_a","upgrade_b","name_b","eligibility","blockers_including_prerequisites","a_first_dependency_order","b_first_dependency_order","base_stats_in_both_orders","scope"
"3.0.0-development","flashpoint","Flashpoint","cutting-torch","Cutting Torch","allowed with prerequisites","","cinder > flashpoint > cutting-torch","cutting-torch > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","thermal-runaway","Thermal Runaway","allowed with prerequisites","","cinder > flashpoint > cutting-torch > thermal-runaway","cutting-torch > thermal-runaway > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","vector","Vector rounds","allowed with prerequisites","","cinder > flashpoint > vector","vector > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","afterburner","Afterburner","allowed with prerequisites","","cinder > flashpoint > vector > afterburner","vector > afterburner > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","mass-driver","Mass Driver","allowed with prerequisites","","cinder > flashpoint > mass-driver","mass-driver > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","drop-forge","Drop Forge","allowed with prerequisites","","cinder > flashpoint > mass-driver > drop-forge","mass-driver > drop-forge > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","pulse-chamber","Pulse Chamber","allowed with prerequisites","","cinder > flashpoint > cutting-torch > burst > pulse-chamber","cutting-torch > burst > pulse-chamber > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","charge-lens","Charge Lens","allowed with prerequisites","","cinder > flashpoint > cutting-torch > charge-lens","cutting-torch > charge-lens > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","prism-array","Prism Array","allowed with prerequisites","","cinder > flashpoint > cutting-torch > prism-array","cutting-torch > prism-array > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","pinwheel","Pinwheel","allowed with prerequisites","","cinder > flashpoint > crossfire > pinwheel","crossfire > pinwheel > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","follow-through","Follow-through","allowed with prerequisites","","cinder > flashpoint > crossfire > afterimage > follow-through","crossfire > afterimage > follow-through > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","shaped-charge","Shaped Charge","allowed with prerequisites","","cinder > flashpoint > shellshock > shaped-charge","shellshock > shaped-charge > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","cluster-shell","Cluster Shell","allowed with prerequisites","","cinder > flashpoint > shellshock > cluster-shell","shellshock > cluster-shell > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","skid-plate","Skid Plate","allowed with prerequisites","","cinder > flashpoint > mass-driver > skid-plate","mass-driver > skid-plate > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","relay-gate","Relay Gate","allowed with prerequisites","","cinder > flashpoint > fold > relay-gate","fold > relay-gate > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","short-circuit","Short Circuit","allowed with prerequisites","","cinder > flashpoint > arc-coil > short-circuit","arc-coil > short-circuit > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","triphammer","Triphammer","allowed with prerequisites","","cinder > flashpoint > ramjet > triphammer","ramjet > triphammer > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","crosscut","Crosscut","allowed with prerequisites","","cinder > flashpoint > grindshot > crosscut","grindshot > crosscut > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","coolant-rounds","Coolant Rounds","allowed with prerequisites","","cinder > flashpoint > coolant-rounds","coolant-rounds > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","deep-freeze","Deep Freeze","allowed with prerequisites","","cinder > flashpoint > coolant-rounds > deep-freeze","coolant-rounds > deep-freeze > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","icebreaker","Icebreaker","allowed with prerequisites","","cinder > flashpoint > coolant-rounds > deep-freeze > icebreaker","coolant-rounds > deep-freeze > icebreaker > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","cold-snap","Cold Snap","allowed with prerequisites","","cinder > flashpoint > coolant-rounds > cold-snap","coolant-rounds > cold-snap > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","cold-front","Cold Front","allowed with prerequisites","","cinder > flashpoint > coolant-rounds > cold-snap > cold-front","coolant-rounds > cold-snap > cold-front > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","suspension","Suspension","allowed with prerequisites","","cinder > flashpoint > suspension","suspension > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","crosshatch","Crosshatch","allowed with prerequisites","","cinder > flashpoint > suspension > crosshatch","suspension > crosshatch > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","thread-the-needle","Thread the Needle","allowed with prerequisites","","cinder > flashpoint > suspension > crosshatch > thread-the-needle","suspension > crosshatch > thread-the-needle > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","tripline","Tripline","allowed with prerequisites","","cinder > flashpoint > suspension > tripline","suspension > tripline > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
"3.0.0-development","flashpoint","Flashpoint","chain-release","Chain Release","allowed with prerequisites","","cinder > flashpoint > suspension > tripline > chain-release","suspension > tripline > chain-release > cinder > flashpoint","equal within numerical tolerance","eligibility and base stats only; combat interactions require separate checks"
